coach_id,first_name,last_name,nick_name,age,date_of_birth,city_of_birth_id,nation_id,weight,height,position,experience,occupation,team_id,former_player_id,quick_left,contract_salary,contract_years,contract_extension_salary,contract_extension_years,scout_major,scout_minor,scout_international,scout_amateur,scout_amateur_preference,teach_hitting,teach_pitching,teach_fielding,handle_veterans,handle_rookies,handle_players,strategy_knowledge,heal_legs,heal_arms,heal_back,heal_other,heal_rest,management_style,personality,hitting_focus,pitching_focus,training_focus,teach_running,prevent_legs,prevent_arms,prevent_back,prevent_other,stealing,running,pinchrun,pinchhit_pos,pinchhit_pitch,hook_start,hook_relief,closer,lr_matchup,bunt_hit,bunt,hit_run,run_hit,squeeze,pitch_around,intentional_walk,hold_runner,guard_lines,infield_in,outfield_in,corners_in,shift_if,shift_of,num_pitchers,num_hitters,favor_speed_to_power,favor_avg_to_obp,favor_defense_to_offense,favor_pitching_to_hitting,favor_veterans_to_prospects,trade_aggressiveness,player_loyalty,trade_frequency,trade_preference,value_stats,value_this_year,value_last_year,value_two_years,draft_value,intl_fa_value,develop_value,ratings_value,manager_value,pitching_coach_value,hitting_coach_value,scout_value,doctor_value,busy,type,data,days_left
279,"Chris","Larkin","",56,"1978-4-26",57942,206,195,186,1,22,2,32,0,0,536000,2,0,0,16,9,12,11,1,86,79,102,92,78,85,0,0,0,0,0,0,1,2,3,0,0,83,0,0,0,0,0,-1,1,0,0,0,0,3,1,1,0,1,0,-1,1,0,1,1,-1,0,1,1,1,0,0,5,-3,-1,0,-2,1,4,-1,0,5,10,3,2,1,-8,-4,0,118,81,86,12,0,0,0,0,0
280,"Jon","Wadman","",55,"1979-3-24",21777,206,210,185,5,24,5,32,0,0,62000,1,0,0,14,7,5,16,2,100,5,24,89,93,91,0,0,0,0,0,0,0,2,3,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,9,1,4,3,-1,0,6,8,4,2,-6,-1,6,-1,63,27,98,12,0,0,0,0,0
281,"J.R.","McHale","",59,"1975-2-21",14037,206,190,190,4,20,4,32,0,0,96000,2,0,0,3,17,7,27,1,25,118,23,94,63,79,0,0,0,0,0,0,0,2,3,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,-5,6,-3,3,-1,0,7,9,3,1,3,6,-6,-4,94,108,39,15,0,0,0,0,0
282,"Salvador","Cervantes","",59,"1975-12-10",42078,206,195,175,1,20,2,41,0,0,412000,2,0,0,5,13,0,5,2,80,107,87,105,102,104,0,0,0,0,0,0,5,2,0,1,0,88,0,0,0,0,1,1,3,3,3,-2,-2,0,3,-1,1,0,1,-1,2,1,0,2,2,2,2,2,3,0,0,5,-7,4,1,4,-5,3,0,0,7,8,5,0,-4,2,3,-1,142,106,86,6,0,0,0,0,0
283,"Mike","Sindelar","",56,"1978-7-17",34491,206,190,179,5,17,5,41,0,0,104000,1,0,0,3,3,2,4,1,106,24,26,108,84,96,0,0,0,0,0,0,0,2,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,7,-3,7,1,-1,-1,4,11,3,2,-3,0,4,3,106,42,104,3,0,0,0,0,0
284,"Robby","Gibson","",53,"1981-7-24",24286,206,195,188,4,17,4,41,0,0,52000,1,0,0,9,1,15,0,2,7,85,12,62,89,76,0,0,0,0,0,0,0,4,2,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-5,3,-8,-2,-3,3,0,0,5,10,3,2,-8,-4,0,0,65,83,24,5,0,0,0,0,0
285,"Mike","Westerhoff","",57,"1977-3-16",31964,206,225,199,1,17,2,30,0,0,1194000,3,0,0,10,19,19,17,3,104,89,109,115,104,110,0,0,0,0,0,0,1,3,3,0,0,98,0,0,0,0,0,1,-1,1,0,1,1,3,1,-1,1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,1,0,0,5,-5,-2,6,2,-5,3,1,0,4,11,5,0,4,5,0,-1,128,94,106,15,0,0,0,0,0
286,"Josh","Carey","",59,"1975-6-30",86041,206,215,194,5,26,5,45,0,0,64000,2,0,0,24,21,34,24,3,113,1,22,105,93,99,0,0,0,0,0,0,0,2,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,4,10,7,-3,-6,2,2,-1,7,10,3,0,1,-2,-2,-2,63,26,110,24,0,0,0,0,0
287,"Nick","Romero","",53,"1981-12-3",1759,124,205,188,4,2,4,0,0,0,0,0,0,0,9,2,8,2,1,17,98,2,72,84,78,0,0,0,0,0,0,0,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-4,-2,-2,0,-4,2,0,0,4,9,6,1,8,-2,2,-5,67,93,32,5,0,0,0,0,0
288,"Brian","Givens","",52,"1982-8-21",58713,206,190,184,1,17,2,44,0,0,710000,1,0,0,1,1,0,2,2,101,86,76,86,88,87,0,0,0,0,0,0,5,2,2,0,0,75,0,0,0,0,2,3,2,3,3,-2,-3,-1,4,-1,-1,-1,-1,0,2,1,1,2,3,3,3,3,3,0,0,-4,6,1,1,2,7,3,0,0,6,10,2,2,0,-5,-2,0,127,86,98,1,0,0,0,0,0
289,"Taylor","McComas","",56,"1978-2-21",22767,206,190,182,5,23,5,44,0,0,96000,2,0,0,12,22,6,21,0,89,26,25,63,76,70,0,0,0,0,0,0,0,2,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-4,1,8,-2,-3,3,-1,0,5,10,3,2,0,4,3,4,81,37,84,17,0,0,0,0,0
290,"Fernando","Perez","",57,"1977-6-4",6309,56,230,200,4,22,4,44,0,0,86000,1,0,0,13,14,9,20,4,33,84,68,68,77,73,0,0,0,0,0,0,5,2,3,3,0,66,0,0,0,0,3,1,3,3,3,-2,-1,-2,3,-1,-1,0,-1,1,1,1,0,3,3,3,3,3,3,0,0,6,4,-5,-6,-4,-4,0,0,-1,5,10,3,2,-3,5,6,2,93,81,43,15,0,0,0,0,0
291,"Sean","Berberich","",59,"1975-8-4",13181,206,185,185,1,22,2,84,0,0,272000,2,0,0,2,14,12,22,2,97,67,109,101,100,101,0,0,0,0,0,0,2,2,1,2,0,84,0,0,0,0,-1,2,2,2,3,1,-2,-3,3,-2,-2,-3,-1,-3,0,-3,0,0,0,1,0,3,1,0,0,-5,5,4,4,4,3,2,1,0,5,8,4,3,-3,-7,2,2,101,76,98,12,0,0,0,0,0
292,"Jesse","Pearce","",55,"1979-3-14",63535,206,215,194,5,23,5,39,0,0,78000,1,0,0,13,21,17,23,1,106,24,23,75,83,79,0,0,0,0,0,0,0,3,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,5,2,1,0,0,1,0,0,8,9,2,1,3,-1,-5,-4,72,38,99,19,0,0,0,0,0
293,"Todd","Lopez","",55,"1979-1-9",50127,206,205,187,4,22,4,39,0,0,64000,1,0,0,9,13,13,23,1,14,109,9,72,98,85,0,0,0,0,0,0,0,2,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,-7,1,7,0,0,0,4,8,4,4,3,-3,-3,4,62,103,32,15,0,0,0,0,0
294,"Zachery","Cain","",59,"1975-10-22",86351,206,195,192,1,28,2,43,0,0,540000,2,0,0,20,24,20,35,1,111,96,74,98,99,99,0,0,0,0,0,0,1,2,2,1,0,92,0,0,0,0,1,1,-1,-1,0,1,1,3,0,1,0,-1,1,0,-1,-1,-1,-1,-1,1,-1,1,-1,0,0,7,2,-2,1,0,-7,3,1,0,7,9,3,1,0,-8,-8,7,133,97,108,26,0,0,0,0,0
295,"Alex","Ramirez","",56,"1978-2-19",63013,206,225,196,5,22,5,43,0,0,114000,1,0,0,21,15,23,19,1,109,40,54,101,108,105,0,0,0,0,0,0,5,0,0,1,0,66,0,0,0,0,1,3,2,2,3,-1,-1,-2,3,0,-1,0,1,-1,1,1,1,2,3,3,2,2,3,0,0,-1,-6,9,0,-4,-2,3,0,-1,7,11,2,0,-4,-1,3,-8,120,56,108,19,0,0,0,0,0
296,"Dan","Coker","",52,"1982-4-17",85344,206,200,178,4,18,4,43,0,0,26000,1,0,0,12,18,18,21,4,3,78,25,80,79,80,0,0,0,0,0,0,0,2,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,1,-5,-4,1,-1,-1,6,9,4,1,2,9,6,2,56,79,22,17,0,0,0,0,0
297,"Hodia","Tovar","",53,"1981-1-9",87031,206,195,187,1,17,2,42,0,0,580000,2,0,0,15,6,11,9,3,95,75,88,65,67,66,0,0,0,0,0,0,1,1,3,2,0,74,0,0,0,0,-1,0,-1,1,-1,-1,0,3,-1,1,-1,-1,1,-1,-1,1,0,0,-1,-1,0,1,0,0,0,-1,-1,-1,5,-5,2,3,2,-1,5,10,4,1,-3,0,2,-4,133,73,88,11,0,0,0,0,0
298,"Cortez","Caldera","",56,"1978-2-25",71432,56,215,185,5,21,5,42,0,0,100000,1,0,0,5,4,0,4,2,95,14,12,76,98,87,0,0,0,0,0,0,0,1,2,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,10,10,1,0,-7,3,-1,0,7,9,2,2,-4,-7,2,-1,80,32,93,4,0,0,0,0,0
299,"Danny","Esparza","",58,"1976-2-19",63535,206,215,192,4,27,4,42,0,0,134000,1,0,0,7,1,16,0,1,25,91,26,85,86,86,0,0,0,0,0,0,2,2,3,2,0,67,0,0,0,0,-2,3,2,2,3,-1,-1,-4,2,-3,-2,-2,-3,-3,0,-3,-1,1,0,0,-1,3,1,0,0,-3,7,-4,-7,-2,1,3,0,0,6,9,4,1,1,-6,1,2,109,90,40,4,0,0,0,0,0
300,"Jayden","Adams","",53,"1981-10-19",61157,206,200,190,1,18,2,37,0,0,610000,2,0,0,19,10,25,15,2,94,90,96,80,87,84,0,0,0,0,0,0,5,1,2,3,0,82,0,0,0,0,3,1,3,3,3,-2,-1,-1,3,-1,-1,1,0,0,2,2,-1,2,3,3,3,2,3,0,0,-3,3,4,-5,-4,1,3,1,-1,5,9,3,3,0,0,-3,-6,119,89,92,16,0,0,0,0,0
301,"Kerry","Schwartz","",58,"1976-8-2",21915,206,220,191,5,26,5,37,0,0,126000,2,0,0,11,19,0,15,3,104,29,13,92,94,93,0,0,0,0,0,0,0,1,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,2,2,2,-5,-5,3,-1,-1,5,9,3,3,2,1,-6,8,95,45,101,13,0,0,0,0,0
302,"Ismael","Torres","",57,"1977-5-20",69896,206,195,186,4,17,4,0,0,0,0,0,0,0,12,7,17,7,2,6,94,15,64,78,71,0,0,0,0,0,0,0,2,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-2,-3,-10,1,7,2,2,0,4,11,3,2,3,2,-3,-4,55,88,22,10,0,0,0,0,0
303,"Steve","Denniston","",59,"1975-4-30",59748,206,210,187,1,22,2,33,0,0,322000,1,0,0,1,8,8,0,3,83,64,99,71,88,80,0,0,0,0,0,0,1,3,3,0,0,98,0,0,0,0,0,1,-1,1,-1,1,-1,3,1,1,-1,0,-1,1,1,-1,0,-1,0,0,0,0,1,0,0,-4,-4,4,-2,-2,0,2,1,0,6,10,2,2,-1,-6,-4,-1,107,68,82,3,0,0,0,0,0
304,"Robby","Yoder","",57,"1977-6-5",69896,206,210,193,5,24,5,33,0,0,102000,2,0,0,21,17,14,23,1,87,13,1,85,105,95,0,0,0,0,0,0,0,3,3,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-7,4,7,3,-6,0,1,0,6,8,3,3,4,-3,5,6,88,34,89,20,0,0,0,0,0
305,"Rickey","Hoover","",59,"1975-5-25",55211,206,220,199,4,27,4,33,0,0,44000,1,0,0,11,19,1,11,1,18,120,1,93,99,96,0,0,0,0,0,0,0,2,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,-6,-2,0,0,0,0,6,8,3,3,-3,-3,-4,-1,62,114,38,12,0,0,0,0,0
306,"Cheol-min","Park","",60,"1974-10-30",56422,206,200,189,1,24,2,36,0,0,674000,3,0,0,21,5,29,0,2,88,66,109,85,99,92,0,0,0,0,0,0,1,2,2,3,0,110,0,0,0,0,-1,0,1,0,0,1,-1,2,1,-1,0,0,0,1,1,1,-1,0,0,0,1,0,1,0,0,3,-1,-4,-1,3,-4,1,-2,0,5,10,3,2,5,-3,-3,0,152,73,89,11,0,0,0,0,0
307,"Alan","Popovski","",61,"1973-11-17",22880,206,205,186,5,30,5,36,0,0,96000,2,0,0,13,22,13,12,2,106,13,5,96,107,102,0,0,0,0,0,0,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,-3,3,3,1,-1,7,10,3,0,-3,3,2,4,72,35,105,15,0,0,0,0,0
308,"Billy","Hobgood","",60,"1974-7-14",6595,206,195,187,4,29,4,36,0,0,158000,2,0,0,15,18,18,18,0,3,87,2,83,100,92,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-5,-6,4,-1,4,-1,0,6,10,3,1,2,-3,2,0,105,88,25,17,0,0,0,0,0
309,"Scott","Leporati","",54,"1980-1-14",32402,206,205,186,1,17,2,40,0,0,450000,2,0,0,17,5,23,0,3,89,105,114,75,70,73,0,0,0,0,0,0,2,3,3,3,0,90,0,0,0,0,-1,3,3,2,2,-1,-3,-3,1,-3,-3,-1,-2,-3,0,-2,0,1,-1,1,1,3,2,0,0,-5,10,3,1,3,-6,0,0,0,5,9,4,2,6,-7,2,2,133,97,85,9,0,0,0,0,0
310,"Miguel","Montalbo","",55,"1979-3-27",69095,206,205,182,5,22,5,40,0,0,94000,2,0,0,17,12,13,12,1,103,2,23,92,79,86,0,0,0,0,0,0,0,2,2,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-2,9,1,-5,-3,1,-1,-1,6,10,4,0,3,-6,3,-1,72,23,99,14,0,0,0,0,0
311,"Chris","Rose","",58,"1976-1-21",43346,206,215,187,4,27,4,40,0,0,106000,2,0,0,4,18,9,29,3,15,84,6,92,77,85,0,0,0,0,0,0,0,2,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-8,-2,-7,-3,-4,5,-2,-1,7,10,2,1,2,-3,5,1,78,84,33,16,0,0,0,0,0
312,"Bubba","Huddleston","",61,"1973-11-16",55136,206,210,186,1,26,2,60,0,0,404000,1,0,0,3,8,12,14,4,126,96,104,69,118,94,0,0,0,0,0,0,1,4,3,0,0,97,0,0,0,0,-1,1,0,1,-1,-1,-1,3,0,0,0,-1,0,-1,1,-1,1,-1,0,-1,0,1,-1,0,0,-8,-2,5,4,-7,3,1,1,-1,6,8,5,1,-5,-8,5,0,119,96,118,9,0,0,0,0,0
313,"John","Bonnet","",60,"1974-9-7",66407,206,200,184,5,21,5,60,0,0,64000,1,0,0,10,17,7,8,3,117,14,14,107,99,103,0,0,0,0,0,0,0,0,2,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,4,7,6,5,-1,5,0,0,5,10,3,2,4,-2,1,0,76,36,114,11,0,0,0,0,0
314,"Doug","Shepard","",58,"1976-1-25",86272,206,220,186,4,23,4,60,0,0,88000,1,0,0,12,11,17,5,4,21,93,23,77,110,94,0,0,0,0,0,0,0,0,3,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-3,-4,-3,-1,4,1,-1,6,10,3,1,7,-1,1,-3,74,93,39,10,0,0,0,0,0
315,"Mike","Jones","",58,"1976-2-9",85417,206,210,186,1,24,2,59,0,0,606000,1,0,0,16,6,22,0,1,68,85,85,107,81,94,0,0,0,0,0,0,5,1,3,1,0,78,0,0,0,0,2,3,3,3,2,-2,-2,-1,3,0,0,0,1,1,1,2,1,3,3,3,2,2,3,0,0,-5,-3,3,3,5,-9,5,-1,0,8,10,2,0,0,8,5,2,135,87,75,9,0,0,0,0,0
316,"Seth","Hoffman","",59,"1975-3-7",7562,206,205,184,5,24,5,59,0,0,118000,1,0,0,19,11,22,20,3,97,42,66,74,101,88,0,0,0,0,0,0,1,4,2,3,0,38,0,0,0,0,1,0,-1,-1,-1,0,-1,3,1,1,0,1,-1,0,0,-1,0,-1,-1,0,1,1,0,0,0,4,9,6,1,3,-1,3,1,0,6,10,2,2,3,-5,2,-4,104,54,95,18,0,0,0,0,0
317,"Neil","Hoops","",57,"1977-2-17",83019,206,230,193,4,26,4,59,0,0,144000,2,0,0,1,3,3,6,1,40,83,36,85,102,94,0,0,0,0,0,0,5,4,3,3,0,73,0,0,0,0,2,1,3,3,3,-3,-3,-2,3,0,1,-1,1,0,2,1,0,3,3,3,3,3,3,0,0,3,-2,5,-2,1,9,2,0,0,5,14,1,0,5,-5,-4,1,113,86,54,3,0,0,0,0,0
318,"Pat","Reed","",55,"1979-7-1",87432,206,200,184,1,17,2,52,0,0,584000,2,0,0,21,3,26,8,3,102,70,71,66,87,77,0,0,0,0,0,0,1,2,0,3,0,65,0,0,0,0,0,1,0,1,0,1,1,3,1,0,-1,-1,1,1,-1,1,1,1,1,0,-1,1,0,0,0,2,4,6,2,-1,1,3,-2,0,5,10,4,1,1,2,4,-8,121,72,96,13,0,0,0,0,0
319,"David","Carr","",53,"1981-6-6",43103,206,210,190,5,22,5,52,0,0,122000,1,0,0,19,16,15,23,2,75,2,18,86,72,79,0,0,0,0,0,0,0,1,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4,2,5,0,-2,3,1,0,6,11,2,1,0,4,0,-3,94,21,76,19,0,0,0,0,0
320,"Jorge","Rodriguez","",53,"1981-7-16",25324,206,195,184,4,17,4,52,0,0,52000,1,0,0,6,2,5,0,4,22,83,26,64,83,74,0,0,0,0,0,0,0,2,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,6,1,1,0,6,9,3,2,0,0,6,8,68,81,35,3,0,0,0,0,0
321,"George","Plummer","",56,"1978-2-9",4076,206,225,190,1,17,2,57,0,0,372000,2,0,0,14,13,16,21,1,118,100,86,84,95,90,0,0,0,0,0,0,1,3,2,3,0,107,0,0,0,0,-1,0,1,1,-1,0,1,3,1,1,0,0,-1,-1,-1,-1,1,0,0,1,-1,-1,1,0,0,2,-5,7,6,1,-6,4,1,0,5,10,3,2,2,-1,-5,0,127,98,111,16,0,0,0,0,0
322,"Mike","Eastman","",59,"1975-6-3",14165,206,195,178,5,24,5,57,0,0,70000,1,0,0,13,10,20,9,1,123,42,48,90,87,89,0,0,0,0,0,0,3,2,3,3,0,61,0,0,0,0,3,1,1,3,3,2,1,0,-1,3,3,3,2,3,2,2,1,1,0,1,1,-2,-1,0,0,0,2,7,7,1,-7,1,-1,0,7,9,2,2,-7,0,1,6,88,54,115,12,0,0,0,0,0
323,"Phil","Baker","",55,"1979-12-2",25324,206,220,183,4,17,4,57,0,0,78000,1,0,0,8,15,8,23,4,14,98,27,83,98,91,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-5,-2,-5,1,0,3,1,0,6,10,3,1,-8,1,-1,5,92,96,33,15,0,0,0,0,0
324,"Jason","James","",58,"1976-4-16",35192,206,200,188,1,25,2,55,0,0,516000,1,0,0,12,5,15,6,2,62,82,93,91,89,90,0,0,0,0,0,0,5,4,3,3,0,75,0,0,0,0,3,3,2,3,3,-3,-2,-2,3,0,0,0,-1,-1,2,3,1,3,3,3,4,2,3,0,0,5,2,-3,4,2,-6,2,1,0,5,11,2,2,-7,2,-4,-1,114,84,69,9,0,0,0,0,0
325,"Bill","Valenzuela","",57,"1977-6-2",79974,206,190,190,5,20,5,55,0,0,110000,1,0,0,2,8,0,2,1,78,26,14,64,93,79,0,0,0,0,0,0,0,2,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4,6,6,0,-4,1,-1,0,4,12,3,1,6,2,6,2,98,39,78,3,0,0,0,0,0
326,"Alex","Acevedo","",57,"1977-5-22",11188,206,225,196,4,24,4,55,0,0,74000,2,0,0,7,7,13,11,2,21,100,23,79,87,83,0,0,0,0,0,0,0,2,2,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,-8,3,-1,4,0,0,5,12,3,0,1,2,0,1,73,96,37,9,0,0,0,0,0
327,"Tyler","Mayberry","",61,"1973-7-6",58204,206,190,183,1,30,2,48,0,0,562000,2,0,0,14,3,19,6,1,105,128,90,100,101,101,0,0,0,0,0,0,1,3,3,0,0,113,0,0,0,0,0,0,-1,1,0,-1,-1,4,-1,1,-1,0,0,0,1,1,1,1,1,-1,-1,0,0,0,0,-5,-3,3,0,-2,0,0,0,0,5,10,3,2,-2,-1,5,-2,142,121,104,9,0,0,0,0,0
328,"Fernando","Moran","",54,"1980-11-18",42625,56,210,194,5,19,5,48,0,0,80000,2,0,0,2,2,0,0,3,111,26,17,100,60,80,0,0,0,0,0,0,0,2,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,10,-1,0,2,0,0,5,11,2,2,-7,3,3,-1,73,40,103,1,0,0,0,0,0
329,"Kyle","Steverson","",56,"1978-10-25",21952,206,215,192,4,25,4,48,0,0,102000,1,0,0,4,2,0,3,1,20,94,14,104,94,99,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-2,3,-1,4,0,0,6,10,2,2,-4,-5,1,-1,81,95,40,3,0,0,0,0,0
330,"Mike","Judge","",53,"1981-8-12",65381,206,205,185,1,17,2,47,0,0,460000,1,0,0,4,15,0,19,4,86,93,74,70,84,77,0,0,0,0,0,0,5,2,3,2,0,76,0,0,0,0,2,3,3,3,2,-1,-2,-2,3,0,1,-1,1,1,1,1,-1,3,3,3,3,3,3,0,0,5,1,0,4,-3,-1,3,-2,-1,5,11,3,1,2,4,5,0,124,89,84,11,0,0,0,0,0
331,"Steve","Ivester","",54,"1980-10-30",3839,206,230,192,5,17,5,47,0,0,54000,1,0,0,14,20,4,10,3,106,16,13,89,82,86,0,0,0,0,0,0,0,2,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,10,1,5,0,2,-1,0,6,10,3,1,-2,-3,4,0,70,34,101,13,0,0,0,0,0
332,"Phil","Arnold","",59,"1975-3-5",60501,206,215,187,4,24,4,47,0,0,108000,1,0,0,7,24,15,32,0,73,83,77,90,109,100,0,0,0,0,0,0,1,1,0,2,0,75,0,0,0,0,0,0,0,1,0,-1,-1,3,1,-1,0,-1,0,0,1,1,1,1,-1,-1,0,1,0,0,0,1,-9,-2,1,-4,3,3,1,-1,7,11,2,0,4,1,-2,-6,124,87,80,20,0,0,0,0,0
333,"Tim","Replogle","",55,"1979-8-31",56184,206,220,189,1,18,2,51,0,0,380000,2,0,0,1,10,2,3,0,50,99,71,85,106,96,0,0,0,0,0,0,5,0,3,1,0,72,0,0,0,0,3,1,3,2,3,-2,-3,-1,3,0,-1,1,-1,0,2,1,0,3,3,2,3,2,3,0,0,-5,4,-6,-3,-2,-5,4,-1,0,4,9,4,3,0,3,-9,-4,102,98,62,4,0,0,0,0,0
334,"Mike","Wynn","",59,"1975-4-9",61157,206,225,194,5,27,5,51,0,0,76000,2,0,0,23,2,16,0,2,87,29,28,95,102,99,0,0,0,0,0,0,0,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,2,0,1,-7,2,0,0,6,10,3,1,-1,6,7,-2,73,47,90,10,0,0,0,0,0
335,"Josh","Stewart","",53,"1981-3-11",87377,206,190,184,4,18,4,51,0,0,66000,1,0,0,19,7,15,2,0,9,99,7,69,86,78,0,0,0,0,0,0,0,2,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,5,-2,2,-3,1,1,0,7,10,3,0,5,-3,1,6,67,94,26,10,0,0,0,0,0
336,"Travis","Whalley","",56,"1977-12-23",69095,206,200,178,1,26,2,46,0,0,546000,2,0,0,1,9,11,14,2,105,97,66,94,111,103,0,0,0,0,0,0,1,4,3,1,0,66,0,0,0,0,0,1,-1,1,1,0,1,3,-1,0,0,0,-1,1,-1,-1,0,1,-1,-1,-1,1,0,0,0,0,2,-1,3,1,-5,1,-1,0,6,9,3,2,4,-1,2,-1,128,99,105,8,0,0,0,0,0
337,"Dillon","Bass","",61,"1973-10-7",36890,206,190,189,5,22,5,46,0,0,66000,1,0,0,18,9,12,1,4,106,20,13,82,118,100,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,-5,-6,3,1,-1,6,9,3,2,-7,-1,-1,0,72,40,105,10,0,0,0,0,0
338,"A.J.","Collier","",59,"1975-4-8",16721,206,215,194,4,27,4,46,0,0,118000,2,0,0,2,10,0,10,3,6,93,9,100,85,93,0,0,0,0,0,0,0,3,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,-4,-10,-3,-1,4,1,-1,8,9,2,1,0,3,-7,-1,99,93,28,6,0,0,0,0,0
339,"Joe","Becker","",57,"1977-9-10",48169,206,190,186,1,26,2,49,0,0,634000,1,0,0,17,9,28,3,3,58,77,83,85,101,93,0,0,0,0,0,0,3,2,0,0,0,107,0,0,0,0,3,-1,2,1,2,2,1,1,1,1,3,3,2,3,0,0,1,-1,0,1,1,0,-1,0,0,4,3,0,-5,-2,4,2,0,0,5,13,1,1,4,2,7,-5,126,81,67,12,0,0,0,0,0
